Material Name,Material Title,Material Synonyms,Stream Name,Stream Title,Drop Off Instructions,Special Instructions
envelope,Envelope,,wizard_recycling_depots,Recycling Depot drop-off,,"New/unused envelopes are accepted for donation at the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre."
thread,Thread,sewing thread,reuse,Reuse,,
frozen_juice_can_lid,Frozen juice can lid,,drop-off_-_reuse_centre,Reuse Centre drop-off,,
metal_rod,Metal rod,rebar,eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,
playpen,Playpen,"play pen,",reuse,Reuse,,
fridge_magnet,Fridge magnet,magnet,wizard_garbage,Garbage collection,,
eggnog_carton,Eggnog carton,Egg nog,wizard_recycling_depots,Recycling Depot drop-off,,
candy_wrapper,Candy wrapper,"foil wrapper, chocolate wrapper, snack wrapper",wizard_garbage,Garbage collection,,
pressurized_gas_container,Pressurized container,"pressurized gas tank, air compressor, acetylene, helium, air tanks, air pump, butane bottle, compressed gas, fire extinguisher, oxygen tank, Cryogen canister, balloon compress air, CO2 Cartridge,",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
cutlery_plastic,Cutlery (plastic),"fork, knife, spoon, plastic utensil, McFlurry spoon",wizard_garbage,Garbage collection,,"New/unused disposable cutlery is accepted for donation at the <a href=""http://edmonton.ca/reusecentre"" Reuse Centre."
christmas_decorations,Holiday decorations,"Christmas balls, garland, tinsel, ornaments, Wreath, garland, Christmas wreath, Halloween decorations, Hallowe'en decorations,",wizard_garbage,Garbage collection,,
calendar,Calendar,,wizard_recycling_depots,Recycling Depot drop-off,,Remove plastic or metal binding before placing in recycling.
postcard,Postcard,post card,wizard_recycling,Recycling collection,,
lighter_full_or_partially_full,Lighter (full or partially full),"BBQ lighter, cigarette lighter",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
metal_coffee_basket,Metal coffee basket,"Coffee Basket, Metal basket",wizard_garbage,Garbage collection,,
milk_jug_lid,Milk jug lid,,wizard_garbage,Garbage collection,,
toilet_seat,Toilet seat,toilet lid,wizard_garbage,Garbage collection,,
tetra-pak_beverage,Tetra-pak (beverage),"tetrapack, tetra pack",bottle_depot,Bottle Depot drop-off,,
bar_fridge,Bar fridge,"refrigerator, frige",reuse,Reuse,,
peanut_butter_jar,Peanut butter jar,,wizard_recycling_depots,Recycling Depot drop-off,,"Having trouble cleaning your jar? Fill 1/4 of the jar with hot soapy water, replace the lid, and shake the jar for a minute."
stroller,Stroller,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
nail_clipper,Nail clipper,"Nail Scissor, Nail remover, Nail clppier",wizard_garbage,Garbage collection,,
yogurt_container,Yogurt tub,"yoghurt, yogurt container",drop-off_-_reuse_centre,Reuse Centre drop-off,,Rinse container. Place foil lid in garbage and plastic lid in recycling.
computer_keyboard,Computer keyboard,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
christmas_decorations,Holiday decorations,"Christmas balls, garland, tinsel, ornaments, Wreath, garland, Christmas wreath, Halloween decorations, Hallowe'en decorations,",drop-off_-_reuse_centre,Reuse Centre drop-off,,
nespresso_capsule,Nespresso capsule,pod,,,,"Return your capsules to Nespresso for recycling. <a href=""https://www.nespresso.com/ca/en/irecycle?gclsrc=aw.ds&gclid=CjwKCAiAwrf-BRA9EiwAUWwKXtD6qVoXk7t0W24fvypJnQH79MSPC5r5fvCYsAmTRx-QFx8j4RtHjhoCMlwQAvD_BwE&gclsrc=aw.ds"">See details on their take-back program.<br /><br />Otherwise, put capsules in your garbage."
curtain_rod,Curtain rod (metal),,eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,"For garbage collection, item must fit inside your cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
plastic_bottle_beverage,Plastic bottle (beverage),"waterbottle,  Ensure drink bottle, Glucerna bottle, Plastic water bottle, plastic milk bottle, Pediasure, clamato, Liquor bottles, Yogurt drink container, 2 litre pop bottle, yogurt drink bottle, plastic drink containers, water bottle, juice bottle",wizard_recycling_depots,Recycling Depot drop-off,,Remove bottle cap and place it in the garbage.
fast_food_drinking_cup,Fast food drinking cup,,wizard_garbage,Garbage collection,,
paint_thinner_stripper,Paint thinner,"paint removers, paint sealers, paint thinners, urethane, varsol, solvent,",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
thread,Thread,sewing thread,drop-off_-_reuse_centre,Reuse Centre drop-off,,
dvd,DVD,,reuse,Reuse,,
pasta_box,Pasta box,,wizard_recycling_depots,Recycling Depot drop-off,,
cupboards,Cupboards,cupboard,wizard_reuse_-_building_materials,Reuse (home renovation materials),,
air_filter,Air filter,"Air purifier filters, hepa filters",wizard_garbage,Garbage collection,,Double bag.
milk_jug,Milk jug,,wizard_recycling_depots,Recycling Depot drop-off,,"Remove lid. Take it to the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre or place it in garbage."
glass_bottle_non-beverage,Glass bottle (non-beverage),"soy sauce bottle, cologne bottle, heinz ketchup, food oil bottles, , ketchup bottle",wizard_recycling_depots,Recycling Depot drop-off,,
projector,Projector,,reuse,Reuse,,
soil,Soil,"dirt, clay",edmonton_waste_management_centre_ewmc,EWMC drop-off,,"Have a tiny bit of soil? Small amounts of residential soil can be placed in your garbage cart. Remember, carts can&rsquo;t be collected if they weigh more than 120 lbs (small cart) or 220 lbs (large cart)."
refrigerator,Refrigerator,"fridge, refrigirator, refridgerator",reuse,Reuse,,
ceiling_fan,Ceiling fan,,wizard_eco_stations,Eco Station drop-off,,
election_signs,Election sign,"lawn sign,",,,,"Drop off election signs for recycling at an <a href=""http://edmonton.ca/ecostation"" Eco Station, <a href=""http://edmonton.ca/recyclingdepots"" Community Recycling Depot or the <a href=""http://edmonton.ca/ewmc"" Edmonton Waste Management Centre.<br /><br />Signs must be taken apart.<br /><br />For more information, visit our <a href=""https://www.edmonton.ca/programs_services/garbage_waste/election-sign-recycling.aspx"" election sign recycling page."
plastic_bottle_beverage,Plastic bottle (beverage),"waterbottle,  Ensure drink bottle, Glucerna bottle, Plastic water bottle, plastic milk bottle, Pediasure, clamato, Liquor bottles, Yogurt drink container, 2 litre pop bottle, yogurt drink bottle, plastic drink containers, water bottle, juice bottle",bottle_depot,Bottle Depot drop-off,,Remove bottle cap and place it in the garbage.
drywall,Drywall,"Gypsum, gypsum board, dry wall",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
picnic_cooler,Picnic cooler,plastic cooler,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,"Cooler must be empty. Item must fit inside your garbage cart with the lid closed. If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
plastic_tote,Plastic tote,"Rubbermaid, storage bins, plastic bins,",wizard_garbage,Garbage collection,,"Broken plastic totes must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
milk_jug_lid,Milk jug lid,,drop-off_-_reuse_centre,Reuse Centre drop-off,,
microwave,Microwave,"microven, microoven, mircrowave, microwavw, microwae, microwvave",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
nail_clipper,Nail clipper,"Nail Scissor, Nail remover, Nail clppier",reuse,Reuse,,
plastic_tote,Plastic tote,"Rubbermaid, storage bins, plastic bins,",drop-off_-_reuse_centre,Reuse Centre drop-off,,"Broken plastic totes must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
ice_melt,Ice melt,,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
box_spring,Box spring,boxspring,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
foil_pouch,Foil pouch,,wizard_garbage,Garbage collection,,
shower_loofah,Shower loofah,"bath poof, shower poof, mesh bath sponge",wizard_garbage,Garbage collection,,
gift_bag_paper_cardboard,"Gift box (paper, cardboard)",,wizard_recycling,Recycling collection,,
hot_tub,Hot tub,,edmonton_waste_management_centre_ewmc,EWMC drop-off,,
plastic_beverage_bottle,Pop bottle,"soda bottle,",wizard_recycling,Recycling collection,,Remove bottle cap and place it in the garbage.
plastic_food_wrap_box,Plastic food wrap box,"saran wrap box, cling wrap box",wizard_recycling_depots,Recycling Depot drop-off,,Remove cutting strip and place it in the garbage.
cooking_oil_bottle_empty,Cooking oil bottle (empty),", vegetable oil container",wizard_recycling_depots,Recycling Depot drop-off,,Remove cap or lid and place in garbage.  Rinse container.
carpet_underlay,Floor underpadding,"under padding, rugs, flooring, carpeting, carpet underlay, underlay, rug, kilme, broadloom, brodloom, area rugs, area carpets, Underpad",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
laminate_flooring,Laminate flooring,lamniate,edmonton_waste_management_centre_ewmc,EWMC drop-off,,
picture_frame,Picture frame,Photo frame,drop-off_-_reuse_centre,Reuse Centre drop-off,,"Frames missing glass are still accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre. Broken frames must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
curtain_rod,Curtain rod (metal),,wizard_garbage,Garbage collection,,"For garbage collection, item must fit inside your cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
bread_bag,Bread bag (plastic),,wizard_recycling,Recycling collection,,Stuff plastic bags into one bag and tie closed. This makes them easier to sort and recycle.
fabric_soiled,Fabric (soiled),"vehicle seat covers, socks, fabric barbecue cover",wizard_garbage,Garbage collection,,
crib,Crib,,reuse,Reuse,,
air_mattress,Air mattress,"Inflatable bed, inflatible mattress, inflateble mattress",wizard_garbage,Garbage collection,,"Item must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
margarine_container,Margarine container,,wizard_recycling_depots,Recycling Depot drop-off,,Rinse container.
vacuum_bag,Vacuum bag,"vacuum dust, vaccum bag, vaccum, vacumn fluff",wizard_garbage,Garbage collection,,Please bag before placing in garbage cart.
plastic_straw,Plastic straw,"juice box straw, plastic drinking straw",wizard_garbage,Garbage collection,,
curtains,Curtains,"drapes, drapery",reuse,Reuse,,
plastic_toy,Plastic toy,", Barbie doll, bath toys, water toys, lego, action figures, plastic animals , plastic doll, lol dolls",reuse,Reuse,,"If the toy lights up, makes noise or uses batteries, take it to an <a href=""http://edmonton.ca/ecostation"" Eco Station."
overhead_transparency,Overhead transparency,", transparency film,",wizard_garbage,Garbage collection,,
plastic_bottle_beverage,Plastic bottle (beverage),"waterbottle,  Ensure drink bottle, Glucerna bottle, Plastic water bottle, plastic milk bottle, Pediasure, clamato, Liquor bottles, Yogurt drink container, 2 litre pop bottle, yogurt drink bottle, plastic drink containers, water bottle, juice bottle",wizard_recycling,Recycling collection,,Remove bottle cap and place it in the garbage.
curtain_rod_wood_or_plastic,Curtain rod (wood or plastic),,wizard_garbage,Garbage collection,,"Item must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
aluminum_foil,Aluminum foil,"tinfoil, alumimum, aluminium, alluminum, tinfoul, tin foil, aluminun, aluminum",wizard_garbage,Garbage collection,,
tree_roots,Tree roots,,wizard_ewmc_drop-off_yard_waste,EWMC drop-off (yard waste),,
cupcake_liner,Cupcake liner,"cupcake paper, muffin wrapper, muffin liner, , muffin liners",wizard_garbage,Garbage collection,,
screws_nails,Screws & nails,hardware,eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,"Screws and nails in useable condition are accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre. Keep waste services staff safe. Box screws and nails if placing in your garbage cart."
soil,Soil,"dirt, clay",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,"Have a tiny bit of soil? Small amounts of residential soil can be placed in your garbage cart. Remember, carts can&rsquo;t be collected if they weigh more than 120 lbs (small cart) or 220 lbs (large cart)."
sod,Sod,", grass with soil",edmonton_waste_management_centre_ewmc,EWMC drop-off,,"Have a tiny bit of sod? Small amounts of residential sod can be placed in your garbage cart. Remember, carts can&rsquo;t be collected if they weigh more than 120 lbs (small cart) or 220 lbs (large cart)."
curtain_rod_wood_or_plastic,Curtain rod (wood or plastic),,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,"Item must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
yard_and_garden_trimmings,Yard and garden trimmings,"yard waste, pruning, garden waste, yardwaste, pine needles, spruce needles, rhubarb leaves",wizard_home_composting,Compost at home,,
tea_tin,Tea tin,", metal tea container",wizard_recycling_depots,Recycling Depot drop-off,,
textbook,Textbook,school book,wizard_recycling,Recycling collection,,Remove hard covers and place in garbage. Put pages in recycling.
bread_bag_tag,Bread bag tag,,wizard_garbage,Garbage collection,,
laundry_basket_broken,Laundry basket (broken),,wizard_garbage,Garbage collection,,
glue_stick_empty,"Glue stick, empty",,wizard_garbage,Garbage collection,,
coiled_paper_notebook,Coiled paper notebook,"handbook, spiral bound notebook",wizard_recycling,Recycling collection,,Remove plastic or metal coil binding before placing item in recycling.
umbrella,Umbrella,"Umbrela, umbrellas",wizard_garbage,Garbage collection,,
comic_books,Comic book,"comics,",wizard_recycling,Recycling collection,,Reuse Tip: use pages from old comic books as gift wrap.
milk_jug,Milk jug,,wizard_recycling,Recycling collection,,"Remove lid. Take it to the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre or place it in garbage."
textbook,Textbook,school book,wizard_recycling_depots,Recycling Depot drop-off,,Remove hard covers and place in garbage. Put pages in recycling.
coffee_maker,Coffee maker,", coffeemaker",reuse,Reuse,,
scissors,Scissors,", sissors",reuse,Reuse,,
coffee_creamer_bottle,Coffee creamer bottle,international delight,wizard_recycling,Recycling collection,,Remove lid and place in garbage.  Rinse container.
plastic_vitamin_bottle_empty,Plastic vitamin bottle (empty),plastic vitamin container (empty),wizard_recycling,Recycling collection,,Remove bottle cap and place it in the garbage.
sawdust,Sawdust,"saw dust, wood dust",wizard_garbage,Garbage collection,,Please bag before placing in garbage cart.
coffee_creamer_bottle,Coffee creamer bottle,international delight,wizard_recycling_depots,Recycling Depot drop-off,,Remove lid and place in garbage.  Rinse container.
tent,Tent,", Canvas tent",reuse,Reuse,,"Broken tent poles can be dropped off at an <a href=""http://edmonton.ca/ecostation"">Eco Station for scrap metal recycling. If the tent cant be repaired, it must fit inside your garbage cart with the lid closed for garbage collection."
hot_water_bottle,Hot water bottle,,,,,
window_blinds,Window blinds,Vinyl blind,reuse,Reuse,,"Item must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
picture_frame,Picture frame,Photo frame,wizard_garbage,Garbage collection,,"Frames missing glass are still accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre. Broken frames must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
picture_frame,Picture frame,Photo frame,reuse,Reuse,,"Frames missing glass are still accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre. Broken frames must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
stickers,Stickers,,reuse,Reuse,,
coffee_creamer_bottle,Coffee creamer bottle,international delight,bottle_depot,Bottle Depot drop-off,,Remove lid and place in garbage.  Rinse container.
coffee_pod,Coffee pod ('compostable'),"PLA, polylactic acid, PLA plastic",wizard_garbage,Garbage collection,,"Remove coffee grounds from the pod and place in your food scraps cart. Put the pod in the garbage. Although theyre marked as compostable, these coffee pods dont break down quickly in the Citys composting process. Theyre considered contamination in your food scraps cart."
cooking_fats_grease,Cooking fats and grease,"Butter, bacon grease",,,,Mop up small amounts of cooking fats and grease with a paper towel or napkin and place it in your food scraps cart. Pour larger amounts of grease into a container and let it cool and solidify. Scrape the solid grease into your food scraps cart. Dont pour fats and grease down your drain. They solidify in pipes and clog sewer lines. This can cause sewer backup and property damage.
potato_sack,Potato bag (plastic),,,,,"Pull on the plastic bag. Does it pass the stretch test?  If its stretchy, recycle it! This includes grocery bags, bread bags, produce bags, dry cleaner bags and sandwich bags. Stuff plastic bags into one bag and tie closed. This makes them easier to sort and recycle. If it doesnt stretch, its garbage. This includes cereal bags, pre-washed salad bags, cracker bags and stand-up pouches."
helmet,Helmet,"Bicycle helmet, hockey helmet, motorcycle helmet",,,,"If the helmet is old or damaged, put it in the garbage. If the helmet is new, reuse it! Donate it or offer it to family and friends. See the <a href=""http://edmonton.ca/reusedirectory"">Reuse Directory for local nonprofits that accept donations."
tree_roots,Tree roots,,wizard_eco_station_-_grass_leafy_and_yard_waste,Eco Station drop-off (yard waste),,
snow_shovel,Snow shovel,,wizard_garbage,Garbage collection,,"Is this snow shovel made of metal? Take it to an Eco Station for free for scrap metal recycling. Broken plastic snow shovels can be placed in your garbage cart. Lid must close. If its too large, take it an Eco Station."
plastic_beverage_bottle,Pop bottle,"soda bottle,",bottle_depot,Bottle Depot drop-off,,Remove bottle cap and place it in the garbage.
camera,Camera,Slr camera,reuse,Reuse,,
clothes_pegs,Clothespin,Clothes peg,wizard_garbage,Garbage collection,,
shoes,Shoes,"running shoes, high heels, sneakers, winter boots, rubber boot, Slippers, flip flops, sandals, old shoes, work boots",reuse,Reuse,,
window_blinds,Window blinds,Vinyl blind,wizard_garbage,Garbage collection,,"Item must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
sandpaper,Sandpaper,sand paper,reuse,Reuse,,"New/unused sandpaper is accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre."
shaving_cream_can_empty,Shaving cream can (empty),,wizard_recycling,Recycling collection,,Remove cap and place it in garbage.
furnace_filter,Furnace filter,hepa filters,wizard_garbage,Garbage collection,,Please bag before placing in garbage cart.
floor_sweepings,Floor sweepings,"dust, dirt",wizard_garbage,Garbage collection,,Please bag before placing in garbage cart.
picnic_cooler,Picnic cooler,plastic cooler,reuse,Reuse,,"Cooler must be empty. Item must fit inside your garbage cart with the lid closed. If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
yarn,Yarn,,reuse,Reuse,,
paper_notebook,Paper notebook,", Coloring books, notepad",wizard_recycling,Recycling collection,,Remove coil and put it in the garbage.
mirror,Mirror,,,,,"If your mirror is in good condition, donate it! See the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-directory.aspx"">Reuse Directory to find donation centres near you. For damaged or broken mirrors, correct disposal depends on size. Take large mirrors to an <a href=""https://www.edmonton.ca/programs_services/garbage_waste/eco-stations.aspx"">Eco Station. A fee applies. Put small mirrors (e.g. handheld mirror) in your garbage.  If the mirror is broken, box the pieces and place in your garbage cart."
mouthwash_bottle,Mouthwash bottle,"mouth wash, listerine bottle",wizard_recycling,Recycling collection,,Remove cap and place it in garbage.
picnic_cooler,Picnic cooler,plastic cooler,wizard_garbage,Garbage collection,,"Cooler must be empty. Item must fit inside your garbage cart with the lid closed. If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
cleaning_duster,Cleaning duster,"feather duster, duster, , swiffer duster disposible",reuse,Reuse,,
cutlery_compostable_plastic,Cutlery ('compostable' plastic),"fork, knife, spoon, plastic utensil, PLA, polylactic acid, PLA plastic",wizard_garbage,Garbage collection,,"Plastic-like items that claim to be compostable need very specific conditions to break down. They don&rsquo;t decompose in most industrial composting facilities and are considered contamination in your food scraps cart. Please put them in your garbage. New/unused disposable cutlery is accepted for donation at the <a href=""http://edmonton.ca/reusecentre"" Reuse Centre."
paper_notebook,Paper notebook,", Coloring books, notepad",drop-off_-_reuse_centre,Reuse Centre drop-off,,Remove coil and put it in the garbage.
plastic_salad_dressing_bottle_empty,Plastic salad dressing bottle (empty),,wizard_recycling,Recycling collection,,Rinse container. Remove bottle cap and place it in the garbage.
cigarettes_cigarette_butts_cigars_and_ashes,"Cigarettes, cigarette butts, cigars and ashes","cigaret, smokes",wizard_garbage,Garbage collection,,Please bag before placing in garbage cart. Ashes must be cold.
margarine_container,Margarine container,,wizard_recycling,Recycling collection,,Rinse container.
broom,Broom,broomstick,wizard_garbage,Garbage collection,,"Item must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
vhs_casette_tape,VHS casette tape,"movie, VHS, Vidéocassette, Videotape, Home movie, video tape",wizard_eco_stations,Eco Station drop-off,,"Dont put VHS tapes in your garbage or recycling. The tape wraps around sorting machinery, causing damage and plant shut downs. Take them to an Eco Station for free."
sod,Sod,", grass with soil",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,"Have a tiny bit of sod? Small amounts of residential sod can be placed in your garbage cart. Remember, carts can&rsquo;t be collected if they weigh more than 120 lbs (small cart) or 220 lbs (large cart)."
glass_jar,Glass jar,"pickle jars, canning jar,",wizard_recycling,Recycling collection,,"Canning jars and baby food jars are accepted for donation at the <a href=""http://edmonton.ca/reusecentre"" Reuse Centre."
bleach_bottle_empty,Bleach bottle (empty),Bleach container,wizard_recycling,Recycling collection,,Remove bottle cap and place it in the garbage.
conditioner_bottle,Conditioner bottle,,wizard_recycling_depots,Recycling Depot drop-off,,"Remove cap, lid or pump and place in the garbage."
margarine_container,Margarine container,,drop-off_-_reuse_centre,Reuse Centre drop-off,,Rinse container.
pet_waste_bedding,Dog waste (poop),"dogpoop, pet waste, dog poo, animal droppings, cat poo, animal poo, animal waste, dog poop, dog waste, cat poop, animal poop, dog waste, doggy doo, animal feces",,,,Loose (unbagged) dog waste can be placed in your food scraps cart.<br /><br />Put bagged dog waste in your garbage.
cooking_oil_bottle_empty,Cooking oil bottle (empty),", vegetable oil container",wizard_recycling,Recycling collection,,Remove cap or lid and place in garbage.  Rinse container.
nail_polish,Nail polish,", Nailpolish",reuse,Reuse,,
water_cooler,Water cooler,,reuse,Reuse,,
plastic_tote,Plastic tote,"Rubbermaid, storage bins, plastic bins,",reuse,Reuse,,"Broken plastic totes must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
snow_shovel,Snow shovel,,reuse,Reuse,,"Is this snow shovel made of metal? Take it to an Eco Station for free for scrap metal recycling. Broken plastic snow shovels can be placed in your garbage cart. Lid must close. If its too large, take it an Eco Station."
screws_nails,Screws & nails,hardware,wizard_garbage,Garbage collection,,"Screws and nails in useable condition are accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre. Keep waste services staff safe. Box screws and nails if placing in your garbage cart."
plastic_toy,Plastic toy,", Barbie doll, bath toys, water toys, lego, action figures, plastic animals , plastic doll, lol dolls",wizard_garbage,Garbage collection,,"If the toy lights up, makes noise or uses batteries, take it to an <a href=""http://edmonton.ca/ecostation"" Eco Station."
curtain_rod_wood_or_plastic,Curtain rod (wood or plastic),,reuse,Reuse,,"Item must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
cell_phone_case,Cell phone case,,reuse,Reuse,,
tree_stump,Tree stump,,wizard_ewmc_drop-off_yard_waste,EWMC drop-off (yard waste),,
vinyl_flooring,Vinyl flooring,,wizard_reuse_-_building_materials,Reuse (home renovation materials),,
plastic_salad_dressing_bottle_empty,Plastic salad dressing bottle (empty),,wizard_recycling_depots,Recycling Depot drop-off,,Rinse container. Remove bottle cap and place it in the garbage.
glass_bottle_non-beverage,Glass bottle (non-beverage),"soy sauce bottle, cologne bottle, heinz ketchup, food oil bottles, , ketchup bottle",wizard_recycling,Recycling collection,,
mouthwash_bottle,Mouthwash bottle,"mouth wash, listerine bottle",wizard_recycling_depots,Recycling Depot drop-off,,Remove cap and place it in garbage.
dishwash_soap_bottle,Dishwash soap bottle,dish washing liquid container,wizard_recycling_depots,Recycling Depot drop-off,,Please rinse container. Remove lid and place in garbage.
power_cord,Power cord,", electrical cord",reuse,Reuse,,
glass_jar,Glass jar,"pickle jars, canning jar,",wizard_recycling_depots,Recycling Depot drop-off,,"Canning jars and baby food jars are accepted for donation at the <a href=""http://edmonton.ca/reusecentre"" Reuse Centre."
paper_notebook,Paper notebook,", Coloring books, notepad",wizard_recycling_depots,Recycling Depot drop-off,,Remove coil and put it in the garbage.
small_animal_bedding_litter,Small animal bedding,"pet bedding, rabbit cage bedding, hamster cage bedding, guinea pig cage bedding, paper bedding,",wizard_garbage,Garbage collection,,Please bag before placing in garbage cart.
crabapples,Crabapples,crab apples,wizard_home_composting,Compost at home,,
broom,Broom,broomstick,reuse,Reuse,,"Item must fit inside your garbage cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
conditioner_bottle,Conditioner bottle,,wizard_recycling,Recycling collection,,"Remove cap, lid or pump and place in the garbage."
ashes,Ashes,", fireplace ashes",wizard_garbage,Garbage collection,,Please bag before placing in cart. Ashes must be cold.
dishwash_soap_bottle,Dishwash soap bottle,dish washing liquid container,wizard_recycling,Recycling collection,,Please rinse container. Remove lid and place in garbage.
beer_bottle_cap,Bottle cap (metal),"beer bottle cap, pop bottle cap",wizard_garbage,Garbage collection,,
screws_nails,Screws & nails,hardware,reuse,Reuse,,"Screws and nails in useable condition are accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre. Keep waste services staff safe. Box screws and nails if placing in your garbage cart."
beer_bottle_cap,Bottle cap (metal),"beer bottle cap, pop bottle cap",drop-off_-_reuse_centre,Reuse Centre drop-off,,
paper_towels,Paper towel,", Papertowel, used paper towel",,,,Put paper towels that are soiled with food in your food scraps cart.<br /><br />Put paper towels that are soiled with cleaning products in your garbage cart.
plastic_vitamin_bottle_empty,Plastic vitamin bottle (empty),plastic vitamin container (empty),wizard_recycling_depots,Recycling Depot drop-off,,Remove bottle cap and place it in the garbage.
curtain_rod,Curtain rod (metal),,reuse,Reuse,,"For garbage collection, item must fit inside your cart with the lid closed.  If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
snow_shovel,Snow shovel,,wizard_eco_stations,Eco Station drop-off,,"Is this snow shovel made of metal? Take it to an Eco Station for free for scrap metal recycling. Broken plastic snow shovels can be placed in your garbage cart. Lid must close. If its too large, take it an Eco Station."
power_tool,Power tool,"band saw, saw, drill, sander, electric tools, cordless drill, weed eater",reuse,Reuse,,
clipboard,Clipboard,,reuse,Reuse,,
rope,Rope,"rpoe, reop, roep,",reuse,Reuse,,
plastic_twine,Plastic twine,,wizard_garbage,Garbage collection,,
phone_book,Phone book,"telephone directory book, telephone book, yellow pages, Old phone books, yellowpages",wizard_recycling,Recycling collection,,
pregnancy_test,Pregnancy test,"pregnancy stick,",wizard_garbage,Garbage collection,,
cd,CD,"Compact disc, Laser disc, Laserdisc",reuse,Reuse,,
tofu_package_plastic,Tofu package (plastic),,wizard_garbage,Garbage collection,,
felt,Felt,,wizard_garbage,Garbage collection,,
pipe_cleaner,Pipe cleaner,,wizard_garbage,Garbage collection,,
pool_noodle,Pool noodle,,wizard_garbage,Garbage collection,,
computer_monitor,Computer monitor,computer screen,reuse,Reuse,,
spray_bottle_nozzle,Spray bottle nozzle,,wizard_garbage,Garbage collection,,
foil_bag,Foil bag,,wizard_garbage,Garbage collection,,
stuffed_animal,Stuffed animal,"stuffed toys, teddy bears, beanie babies, plushie, plush toy, stuffies",wizard_garbage,Garbage collection,,
parchment_paper,Parchment paper,,wizard_garbage,Garbage collection,,
